080,1,0,0,1,V
118,3,0,1,1,D
081,2,0,1,1,D
085,1,0,1,1,V
172,2,0,0,1,D
158,5,0,1,1,D
017,4,0,1,0,D
103,1,0,1,1,D
060,0,0,1,1,D
016,5,0,1,1,D
130,5,0,1,1,D
018,1,0,1,1,D
031,0,0,1,1,D
090,3,0,1,1,V
014,3,0,1,1,V
129,5,0,1,0,V
004,3,0,1,0,D
123,4,0,1,0,D
128,2,1,0,1,D
032,0,1,1,1,D
048,0,0,0,1,D
034,1,1,1,1,D
137,0,0,0,1,D
073,1,0,1,1,D
047,3,0,0,0,D
028,1,0,0,1,G
078,4,0,1,1,D
108,3,0,1,1,D
111,0,0,1,1,V
067,1,0,1,1,D
105,3,0,1,0,V
104,3,0,0,0,V
015,3,0,1,0,D
127,5,0,1,0,D
167,3,0,0,0,V
077,1,0,1,1,D
121,0,0,0,1,D
193,2,0,0,1,D
179,0,0,1,1,D
061,1,0,1,1,D
183,5,0,1,1,V
051,1,1,0,1,D
180,0,0,1,1,D
132,1,0,0,1,D
087,5,0,1,0,G
052,4,0,1,1,G
057,4,0,1,1,D
107,0,0,1,1,D
171,2,0,0,1,V
023,5,0,1,1,D
036,5,0,1,0,D
086,1,0,1,1,D
125,4,1,1,1,V
058,3,0,0,0,D
162,0,0,0,1,D
134,0,0,1,1,D
109,5,1,1,1,D
148,2,0,1,1,D
151,3,0,0,0,G
066,1,0,1,1,D
056,3,0,1,0,D
098,5,0,1,0,D
040,5,0,1,1,D
188,3,0,1,0,D
001,1,0,0,1,D
059,5,0,1,0,V
010,4,0,1,0,V
150,5,0,1,1,D
198,0,0,1,1,D
062,3,0,0,1,D
012,2,1,0,1,D
146,5,0,1,0,D
195,0,0,0,1,D
120,1,0,1,1,D
069,0,0,0,1,D
