048,0,0,0,1,D
079,1,0,0,1,V
059,5,0,1,0,V
146,5,0,1,0,D
555,4,0,1,1,D
167,3,0,0,0,V
007,2,0,0,1,D
086,1,0,1,1,D
151,3,0,0,0,G
091,5,0,1,1,G
073,1,0,1,1,D
008,3,0,1,1,D
048,0,0,0,1,D
016,5,0,1,1,D
475,4,0,1,1,G
110,5,0,1,1,D
025,2,0,1,1,V
041,3,0,0,1,D
183,5,0,1,1,V
047,3,0,0,0,D
150,5,0,1,1,D
186,2,0,1,1,V
184,5,0,1,1,V
167,3,0,0,0,V
147,2,0,0,1,D
043,2,0,1,1,V
162,0,0,0,1,D
011,4,0,1,1,D
010,4,0,1,0,V
090,3,0,1,1,V
195,0,0,0,1,D
098,5,0,1,0,D
074,1,0,0,1,D
179,0,0,1,1,D
999,5,0,1,1,G
164,3,0,0,0,D
175,1,0,0,1,G
185,3,0,1,1,D
017,4,0,1,0,D
189,5,0,1,0,D
002,4,0,1,1,D
122,5,0,1,1,D
062,3,0,0,1,D
126,2,1,1,1,D
076,3,0,0,1,D
166,2,0,0,1,D
148,2,0,1,1,D
029,4,0,1,0,V
333,3,0,1,1,G
444,5,0,1,0,D
163,1,0,0,1,D
039,2,0,1,1,D
042,1,0,0,1,D
045,5,0,1,0,D
054,5,1,1,0,D
138,4,0,1,0,D
022,5,0,1,0,D
106,3,0,1,1,D
097,4,0,1,0,D
110,5,0,1,1,D
109,5,1,1,1,D
019,1,1,0,1,D
013,2,0,0,1,V
123,4,0,1,0,D
050,4,0,1,0,D
127,5,0,1,0,D
082,2,0,1,1,D
131,2,0,1,1,D
031,0,0,1,1,D
128,2,1,0,1,D
145,3,0,1,0,D
133,2,0,1,1,D
093,5,0,1,1,D
082,2,0,1,1,D
054,5,1,1,0,D
