061,1,0,1,1,D
182,3,0,1,0,D
015,3,0,1,0,D
009,5,0,1,0,V
104,3,0,0,0,V
188,3,0,1,0,D
031,0,0,1,1,D
156,3,0,1,0,V
027,2,1,0,1,D
062,3,0,0,1,D
088,4,0,1,1,V
184,5,0,1,1,V
019,1,1,0,1,D
040,5,0,1,1,D
191,5,0,1,1,D
025,2,0,1,1,V
111,0,0,1,1,V
017,4,0,1,0,D
037,3,0,0,0,V
057,4,0,1,1,D
063,2,0,1,1,D
060,0,0,1,1,D
199,3,0,0,1,D
165,5,0,1,0,D
006,5,0,1,1,D
003,5,0,1,1,D
187,2,0,0,1,D
177,0,0,1,1,D
012,2,1,0,1,D
023,5,0,1,1,D
193,2,0,0,1,D
018,1,0,1,1,D
170,5,0,1,1,D
179,0,0,1,1,D
056,3,0,1,0,D
029,4,0,1,0,V
004,3,0,1,0,D
026,4,1,1,1,D
038,2,1,0,1,D
112,3,0,1,0,V
021,3,0,0,0,D
002,4,0,1,1,D
039,2,0,1,1,D
042,1,0,0,1,D
192,5,0,1,1,D
065,3,0,1,0,V
013,2,0,0,1,V
043,2,0,1,1,V
200,0,0,0,1,D
022,5,0,1,0,D
048,0,0,0,1,D
162,0,0,0,1,D
035,2,1,1,1,D
186,2,0,1,1,V
080,1,0,0,1,V
064,1,0,0,1,D
067,1,0,1,1,D
041,3,0,0,1,D
160,0,0,0,1,V
172,2,0,0,1,D
178,3,0,1,1,D
167,3,0,0,0,V
171,2,0,0,1,V
055,2,0,1,1,V
016,5,0,1,1,D
059,5,0,1,0,V
105,3,0,1,0,V
089,1,0,0,1,V
079,1,0,0,1,V
008,3,0,1,1,D
090,3,0,1,1,V
190,4,0,1,1,V
161,2,0,1,1,D
163,1,0,0,1,D
030,1,1,0,1,D
046,0,0,1,1,D
194,2,1,0,1,D
129,5,0,1,0,V
045,5,0,1,0,D
154,2,0,1,1,V
051,1,1,0,1,D
036,5,0,1,0,D
180,0,0,1,1,D
033,4,0,1,0,D
189,5,0,1,0,D
001,1,0,0,1,D
157,1,0,0,1,D
024,5,0,1,1,V
044,1,0,1,1,D
166,2,0,0,1,D
068,1,0,0,1,D
155,5,1,1,1,V
158,5,0,1,1,D
198,0,0,1,1,D
053,0,0,1,1,D
185,3,0,1,1,D
149,1,0,0,1,V
047,3,0,0,0,D
183,5,0,1,1,V
054,5,1,1,0,D
176,4,0,1,1,D
085,1,0,1,1,V
014,3,0,1,1,V
020,5,0,1,1,V
007,2,0,0,1,D
058,3,0,0,0,D
169,3,1,0,1,D
159,0,0,0,1,D
032,0,1,1,1,D
125,4,1,1,1,V
174,3,0,0,0,D
168,0,0,1,1,V
010,4,0,1,0,V
195,0,0,0,1,D
066,1,0,1,1,D
005,0,1,1,1,V
034,1,1,1,1,D
142,0,0,0,1,V
152,0,1,0,1,D
181,4,0,1,1,D
141,4,0,1,0,V
050,4,0,1,0,D
011,4,0,1,1,D
164,3,0,0,0,D
153,5,0,1,1,D
